PlayerName,Position,Age,Season,LeftClub,JoinedClub,MarketValue,Fee,Injury_Index,Loan_Index,Matches_Played,Mins_played,90s_Played,Defensive_Actions,Progressive_Actions,Passes_Completed_P90,Attacking_Contributions,Mistake_Rate,Total_Carry_Distance,Duel_Efficiency,Missing_Stats?,club_left_rank,club_joined_rank,Delta_Club_Rank,Transfer_Success
konrad laimer,Full-Back,,23/24,leipzig,bayern munich,28000000,0,0,0,,1458,,0.774696781,117.7192996,688.4378123,57.19141808,0.044381728,13967.0164,40.38812155,1,1,1,0,1
leonardo bonucci,Centre-Back,35,23/24,juventus,union berlin,1500000,0,0,0,16,879,9.8,0.944444444,3.071672355,52.01365188,0.819112628,0.015906681,1516.279863,2.457337884,0,1,5,4,0
alidu seidu,Centre-Back,22,23/24,clermont foot,rennes jugend,7000000,11000000,0,0,28,2458,27.3,0.798076923,3.368592352,42.18063466,0.951993491,0.034825871,984.0683483,2.087062653,0,5,2,-3,1
wilfried singo,Full-Back,21,23/24,torino,monaco,12000000,9100000,0,0,31,2046,22.7,0.743589744,5.322580645,37.52199413,2.903225806,0.05529132,834.8973607,3.079178886,0,3,2,-1,1
lucas hernández,Full-Back,26,23/24,bayern munich,paris sg,45000000,45000000,0,0,7,476,5.3,0.818181818,6.995798319,63.71848739,0.567226891,0.007800312,1679.180672,1.512605042,0,1,1,0,1
lorenzo pirola,Centre-Back,20,23/24,inter,salernitana,8000000,5000000,0.306586323,0.414,26,1941,21.6,0.936507937,2.596599691,36.63060278,0.324574961,0.028917283,891.9783617,3.570324575,0,1,5,4,1
lorenzo venuti,Full-Back,27,23/24,fiorentina,lecce,2000000,0,0.297244912,0.3295,17,924,10.3,0.52173913,6.623376623,48.40909091,2.24025974,0.023681378,1118.766234,1.655844156,0,3,5,2,0
loïc badé,Centre-Back,22,23/24,rennes jugend,sevilla fc,12000000,12000000,0,0,,2296,,0.761933394,110.3088538,1262.013699,15.70844333,0.018332979,32574.3119,80.91165844,1,2,2,0,1
álvaro odriozola,Full-Back,26,23/24,real madrid,real sociedad,5000000,3000000,0.24275589,0.1891,3,39,0.4,,13.84615385,62.30769231,9.230769231,0,1116.923077,0,0,1,3,2,1
guillermo maripán,Centre-Back,29,24/25,monaco,torino,10000000,4600000,0,0,23,1767,19.6,0.730769231,3.208828523,47.5721562,0.305602716,0.018626929,1317.198642,2.801358234,0,2,3,1,0
willy kambwala,Centre-Back,18,24/25,man utd,villarreal,5000000,10000000,0,0,8,330,3.7,0.714285714,2.727272727,44.45454545,0,0.03030303,1015.909091,1.909090909,0,1,2,1,1
willian pacho,Centre-Back,21,24/25,frankfurt,paris sg,35000000,40000000,0,0,33,2970,33,0.770642202,5.151515152,58.48484848,0.545454545,0.014450094,1476.090909,2.757575758,0,3,1,-2,1
lloyd kelly,Centre-Back,24,24/25,bournemouth,newcastle,18000000,0,0,0,23,1559,17.3,0.864864865,4.09878127,38.85182809,1.270044901,0.033489097,1035.259782,2.713277742,0,4,3,-1,0
alessandro buongiorno,Centre-Back,24,24/25,torino,napoli,35000000,35000000,0.170905263,0.3312,29,2527,28.1,0.776978417,2.706766917,36.04273843,0.391768896,0.054157549,812.813613,4.166996438,0,3,1,-2,1
abdukodir khusanov,Centre-Back,19,24/25,lens,man city,12000000,40000000,0,0,11,809,9,0.735294118,3.114956737,42.60815822,0.22249691,0.021276596,1071.100124,2.002472188,0,5,1,-4,1
juan bernat,Full-Back,30,24/25,villarreal,getafe,2500000,0,0,0,,1172,,0.82514344,76.0867222,585.3302857,39.85412571,0.028311859,12033.47157,27.93207366,1,2,3,1,0
juan bernat,Full-Back,30,24/25,paris sg,villarreal,2500000,0,0,0,,1248,,0.696787864,102.4606553,697.8238233,55.33517335,0.023966816,15791.64985,22.50117848,1,1,2,1,0
waldemar anton,Centre-Back,27,24/25,stuttgart,dortmund,20000000,22500000,0,0,33,2886,32.1,0.82278481,6.548856549,72.66112266,0.717255717,0.01504445,1762.110187,3.243243243,0,3,1,-2,1
alberto dossena,Centre-Back,24,24/25,cagliari,como,5000000,8500000,0,0,35,2977,33.1,0.8,2.962714142,31.50151159,0.483708431,0.037617555,909.4625462,4.625461874,0,4,5,1,1
aaron wan-bissaka,Full-Back,25,24/25,man utd,west ham,20000000,17600000,0,0,22,1780,19.8,0.795180723,5.41011236,41.61235955,1.769662921,0.030839895,726.2191011,2.325842697,0,1,3,2,0
logan costa,Centre-Back,22,24/25,toulouse,villarreal,12000000,18000000,0,0,31,2650,29.4,0.746031746,5.569811321,50.63773585,0.543396226,0.019292605,1403.286792,2.988679245,0,4,2,-2,1
alberto moreno,Full-Back,31,24/25,villarreal,como,1800000,0,0,0,27,1484,16.5,0.818181818,4.912398922,35.53908356,3.032345013,0.041159963,857.4865229,1.880053908,0,2,5,3,1
adam masina,Centre-Back,29,24/25,udinese,torino,1500000,1000000,0.417776236,0.2841,20,1088,12.1,0.735294118,3.805147059,47.89522059,0.579044118,0.031569174,1174.632353,3.143382353,0,3,3,0,0
leny yoro,Centre-Back,17,24/25,lille,man utd,50000000,62000000,0,0,32,2673,29.7,0.847222222,2.558922559,58.28282828,0.101010101,0.010737086,1384.040404,2.323232323,0,2,1,-1,1
noussair mazraoui,Full-Back,25,24/25,bayern munich,man utd,30000000,15000000,0,0,19,1197,13.3,0.788461538,10.30075188,65.03759398,3.157894737,0.018281536,1258.947368,3.007518797,0,1,1,0,1
nikola milenković,Centre-Back,25,24/25,fiorentina,nott'm forest,15000000,12300000,0,0,34,2510,27.9,0.705882353,3.19123506,48.08366534,0.322709163,0.016023007,1316.545817,4.733067729,0,3,5,2,1
hans hateboer,Full-Back,29,24/25,atalanta,rennes jugend,3500000,2700000,0,0,23,1113,12.4,0.5625,4.932614555,41.56334232,4.447439353,0.030204962,829.6495957,1.859838275,0,2,2,0,0
hiroki ito,Centre-Back,24,24/25,stuttgart,bayern munich,30000000,23500000,0.281304993,0.3653,26,2228,24.8,0.979166667,6.059245961,74.04398564,1.97935368,0.011412708,1671.947935,1.938958707,0,3,1,-2,1
nadir zortea,Full-Back,24,24/25,atalanta,cagliari,3000000,5100000,0.223452632,0.5058,19,1407,15.6,0.741935484,5.756929638,31.15138593,5.053304904,0.069908815,706.6950959,1.855010661,0,2,4,2,1
mërgim vojvoda,Full-Back,28,24/25,torino,como,3000000,2000000,0,0,28,1379,15.3,0.7,7.897026831,49.73168963,3.58955765,0.017988008,1179.920232,0.848440899,0,3,5,2,0
moussa niakhaté,Centre-Back,,24/25,nott'm forest,lyon,16000000,31900000,0,0,,1671,,0.684674984,70.29432456,737.8382747,8.248723988,0.024901581,18306.03459,60.12760293,1,5,1,-4,1
valentin gendrey,Full-Back,23,24/25,lecce,hoffenheim,7000000,8500000,0,0,37,3044,33.8,0.755555556,5.70630749,30.48291721,1.626149803,0.041789577,766.478318,2.542706965,0,5,3,-2,1
andoni gorosabel,Full-Back,26,24/25,alavés,bilbao athletic,5000000,0,0,0,36,2854,31.7,0.777777778,5.518570427,33.39523476,2.04975473,0.049284579,687.3300631,2.112824107,0,4,3,-1,0
unai núñez,Centre-Back,26,24/25,bilbao athletic,celta vigo,7000000,7000000,0,0,34,2801,31.1,0.776699029,3.727240271,41.86719029,0.449839343,0.030339321,1201.006783,3.759371653,0,3,3,0,1
tymoteusz puchacz,Full-Back,24,24/25,union berlin,holstein kiel,2000000,2000000,0,0,,2269.5,,0.764790779,139.2800613,1042.946715,84.24520247,0.033058303,22552.14282,58.26416052,1,5,5,0,0
giorgio altare,Centre-Back,24,24/25,cagliari,venezia,2000000,1500000,0,0.3523,32,2257,25.1,0.838095238,4.226849801,50.64244572,0.996898538,0.027507406,1440.757643,4.505981391,0,4,5,1,0
tosin adarabioyo,Centre-Back,25,24/25,fulham,chelsea,20000000,0,0,0,20,1617,18,0.782608696,4.00742115,57.21706865,0.278293135,0.009389671,1612.207792,3.729128015,0,4,1,-3,1
malang sarr,Centre-Back,24,24/25,chelsea,lens,4000000,0,0,1.830573333,,2148,,0.790452642,89.17957279,1188.424447,10.62739567,0.020397965,31263.25355,87.27213388,1,1,5,4,0
angeliño,Full-Back,26,24/25,leipzig,roma,8000000,5400000,0,0,16,1141,12.7,0.696969697,4.101665206,43.06748466,4.180543383,0.028627838,1047.186678,2.050832603,0,1,1,0,1
tom rothe,Full-Back,18,24/25,dortmund,union berlin,8000000,5000000,0,0,,1458,,0.774696781,117.7192996,688.4378123,57.19141808,0.044381728,13967.0164,40.38812155,1,1,5,4,0
arthur theate,Centre-Back,23,24/25,rennes jugend,frankfurt,20000000,13000000,0,0,28,2296,25.5,0.786885246,7.212543554,56.60278746,0.783972125,0.01216705,1537.055749,2.273519164,0,2,3,1,1
anthony rouault,Centre-Back,22,24/25,toulouse,stuttgart,7000000,3000000,0.271468421,0.2045,22,1010,11.2,0.689655172,6.772277228,73.42574257,1.247524752,0.012345679,1717.39604,2.762376238,0,4,3,-1,0
anthony rouault,Centre-Back,22,24/25,stuttgart,rennes jugend,10000000,13000000,0,0,22,1010,11.2,0.689655172,6.772277228,73.42574257,1.247524752,0.012345679,1717.39604,2.762376238,0,3,2,-1,1
fin stevens,Full-Back,21,24/25,brentford,st. pauli,450000,600000,0,0,,1564,,0.596153846,86,582,42,0.073211314,11814,49,1,5,5,0,0
jake o'brien,Full-Back,22,24/25,lyon,everton,12000000,19500000,0,0,27,2369,26.3,0.823529412,3.153229211,48.24820599,0.303925707,0.011764706,1254.14943,2.279442803,0,1,3,2,0
pablo marí,Centre-Back,29,24/25,monza,fiorentina,3500000,1800000,0.222954472,0.1591,34,2615,29.1,0.794871795,2.202676864,54.41300191,0.275334608,0.017079122,1530.619503,2.271510516,0,5,3,-2,0
mikayil faye,Centre-Back,,24/25,barcelona,rennes jugend,10000000,10300000,0,0.735423333,,1941,,0.803811,89.24137931,1094.03978,7.327898541,0.020988887,27255.96389,68.68356562,1,1,2,1,1
thilo kehrer,Centre-Back,26,24/25,west ham,monaco,10000000,11000000,0.029168421,0.1875,19,1345,14.9,0.841269841,6.959107807,58.08178439,0.468401487,0.013559322,1561.918216,3.078066914,0,3,2,-1,1
aïssa mandi,Centre-Back,31,24/25,villarreal,lille,1800000,0,0,0,16,1113,12.4,0.761904762,4.932614555,54.25876011,0.485175202,0.009306261,1518.032345,1.617250674,0,2,2,0,0
eric dier,Centre-Back,29,24/25,tottenham,bayern munich,12000000,0,0.239299574,0.1591,19,1367,15.2,0.84,4.213606437,76.83247988,0.263350402,0.007529412,2101.733723,3.028529627,0,2,1,-1,1
taylor harwood-bellis,Centre-Back,21,24/25,man city,southampton,22000000,23000000,0,0,40,3499,38.9,0.769230769,5.452986568,88.45670191,0.694484138,0.006764197,2201.334667,2.340668763,0,1,4,3,1
sinaly diomandé,Centre-Back,,24/25,lyon,aj auxerre,4000000,0,0,0.735423333,,1941,,0.803811,89.24137931,1094.03978,7.327898541,0.020988887,27255.96389,68.68356562,1,1,5,4,0
keven schlotterbeck,Centre-Back,26,24/25,freiburg,augsburg,6000000,2500000,0.094959649,0.5893,27,2185,24.3,0.733333333,4.201372998,33.03432494,0.741418764,0.033692722,888.9610984,5.519450801,0,3,3,0,0
javi lópez,Full-Back,21,24/25,alavés,real sociedad,7500000,6500000,0,0,32,2386,26.5,0.666666667,5.469404862,29.23302598,2.338642079,0.055448098,721.2824811,1.508801341,0,4,3,-1,1
emerson royal,Full-Back,,24/25,tottenham,ac milan,18000000,15000000,0,0,,1843,,0.779207072,99.73156682,912.5084972,20.26275959,0.023919562,21883.91257,54.21455925,1,2,1,-1,0
bastien meupiyou,Centre-Back,,24/25,nantes,wolves,800000,5000000,0,0,,1293,,0.827020202,65.94861793,650.5480663,5.589666131,0.02222724,17722.52489,46.96057539,1,3,4,1,0
patrick dorgu,Full-Back,18,24/25,lecce,man utd,20000000,30000000,0,0,32,1564,17.4,0.596153846,4.948849105,33.49104859,2.416879795,0.073211314,679.8337596,2.819693095,0,5,1,-4,1
eric da silva moreira,Full-Back,,24/25,st. pauli,nott'm forest,1000000,1500000,0,0,,1564,,0.596153846,86,582,42,0.073211314,11814,49,1,5,5,0,0
marius wolf,Full-Back,28,24/25,dortmund,augsburg,3000000,0,0.255180702,0.3612,22,1166,13,0.714285714,7.332761578,53.02744425,2.855917667,0.027334852,1221.638079,1.389365352,0,1,3,2,1
marin pongracic,Centre-Back,25,24/25,lecce,fiorentina,7000000,15000000,0,0,,2034,,0.769925957,74.01983689,877.0279115,7.54485791,0.020929672,23325.41867,63,1,5,3,-2,1
marcos alonso,Centre-Back,32,24/25,barcelona,celta vigo,2000000,0,0,0,5,252,2.8,0.777777778,8.928571429,64.28571429,3.928571429,0.034682081,1247.5,1.785714286,0,1,3,2,1
ben johnson,Full-Back,23,24/25,west ham,ipswich town,8000000,0,0,0,14,544,6,0.75,6.452205882,40.69852941,0.330882353,0.036750484,873.6948529,2.316176471,0,3,5,2,1
ben godfrey,Centre-Back,25,24/25,everton,atalanta,10000000,12500000,0,0,15,1120,12.4,0.782608696,4.339285714,27,0.883928571,0.038523274,650.7321429,3.616071429,0,3,2,-1,1
rafa marín,Centre-Back,21,24/25,real madrid,napoli,7500000,12000000,0.109942105,0.3584,33,2443,27.1,0.815384615,3.315595579,31.16659844,0.257879656,0.028772379,919.7093737,2.799836267,0,1,1,0,0
caleb okoli,Centre-Back,22,24/25,atalanta,leicester,8000000,14000000,0,0,34,2914,32.4,0.741176471,4.323953329,43.45573095,0.308853809,0.020864947,1119.780371,3.335621139,0,2,3,1,1
juma bah,Centre-Back,,24/25,real valladolid,man city,1000000,6000000,0,0,,1671,,0.684674984,70.29432456,737.8382747,8.248723988,0.024901581,18306.03459,60.12760293,1,5,1,-4,0
julián araujo,Full-Back,21,24/25,barcelona,bournemouth,8000000,10000000,0,0,,1458,,0.774696781,117.7192996,688.4378123,57.19141808,0.044381728,13967.0164,40.38812155,1,1,4,3,1
julien le cardinal,Centre-Back,25,24/25,lens,brest,1500000,1700000,0,0,14,531,5.9,0.684210526,5.423728814,39.83050847,0.338983051,0.030549898,1161.864407,4.237288136,0,5,4,-1,0
carlos augusto,Full-Back,24,24/25,monza,inter,22000000,13250000,0.204246617,0.1023,37,1725,19.2,0.822222222,5.008695652,48.05217391,2.869565217,0.029714286,1022.191304,4.173913043,0,5,1,-4,1
johan mojica,Full-Back,30,24/25,villarreal,rcd mallorca,2200000,1500000,0,0,30,2041,22.7,0.843137255,6.129348359,38.14306712,4.365507104,0.047647409,884.478197,1.63155316,0,2,4,2,0
maximilian kilman,Centre-Back,,24/25,wolves,west ham,32000000,47500000,0,0,,1746,,0.790468217,67.77066667,859.808,8.535207184,0.027363041,20615.95598,50.72989304,1,4,3,-1,1
maxence lacroix,Centre-Back,23,24/25,wolfsburg,crystal palace,20000000,18000000,0,0,28,2362,26.2,0.736111111,3.200677392,46.79085521,0.609652837,0.021457309,1307.362405,3.543607113,0,3,3,0,1
joachim andersen,Centre-Back,27,24/25,crystal palace,fulham,35000000,29500000,0,0,38,3415,37.9,0.783505155,4.427525622,45.6193265,1.185944363,0.018677281,1385.551977,3.267935578,0,3,4,1,1
duje caleta-car,Centre-Back,26,24/25,southampton,lyon,7000000,3590000,0,0,,1986.5,,0.807956513,87.24413317,1201.009871,11.37515315,0.01141459,32823.23893,79.68738359,1,4,1,-3,1
raphaël varane,Centre-Back,30,24/25,man utd,como,20000000,0,0,0,22,1375,15.3,0.787878788,4.909090909,45.42545455,0.327272727,0.012139605,1030.450909,2.094545455,0,1,5,4,0
riccardo calafiori,Full-Back,21,24/25,bologna,arsenal,45000000,45000000,0,0,30,2349,26.1,0.845360825,4.750957854,62.14559387,1.187739464,0.026671057,1426.245211,3.524904215,0,3,1,-2,1
ricardo rodríguez,Full-Back,30,24/25,torino,real betis,3500000,0,0,0,35,2772,30.8,0.724637681,6.103896104,45.48701299,1.980519481,0.015056923,1032.922078,2.175324675,0,3,3,0,0
sergio gómez,Full-Back,,24/25,man city,real sociedad,10000000,8700000,0,0,,1458,,0.774696781,117.7192996,688.4378123,57.19141808,0.044381728,13967.0164,40.38812155,1,1,3,2,0
sergi cardona,Full-Back,24,24/25,ud las palmas,villarreal,6000000,0,0,0,35,2814,31.3,0.742647059,7.036247335,55.23454158,3.166311301,0.038461538,1118.411514,3.42217484,0,5,2,-3,0
sepp van den berg,Centre-Back,21,24/25,liverpool,brentford,12000000,23600000,0.246316464,0.4343,33,2839,31.5,0.814814815,3.233532934,37.7245509,0.348714336,0.023856859,929.7992251,6.150052836,0,1,5,4,1
chadi riad,Centre-Back,20,24/25,barcelona,real betis,15000000,9000000,0,0,26,2164,24,0.810344828,1.580406654,44.66728281,0.083179298,0.013381369,1024.269871,2.828096118,0,1,3,2,1
scott mckenna,Centre-Back,26,24/25,nott'm forest,ud las palmas,9000000,0,0,0,5,416,4.6,0.555555556,2.379807692,29.63942308,1.298076923,0.024,875.9855769,4.326923077,0,5,5,0,1
saúl coco,Centre-Back,24,24/25,ud las palmas,torino,8000000,8230000,0,0,30,2295,25.5,0.75,3.058823529,49.29411765,0.039215686,0.017521368,1143.372549,3.019607843,0,5,3,-2,1
jonathan clauss,Full-Back,30,24/25,marseille,nice,12000000,5000000,0,0,27,2068,23,0.674698795,8.529980658,50.17891683,5.265957447,0.022008804,1167.693424,1.392649903,0,1,3,2,0
matthijs de ligt,Centre-Back,23,24/25,bayern munich,man utd,65000000,45000000,0,0,22,1390,15.4,0.911764706,7.381294964,72.51798561,0.45323741,0.011031175,1872.064748,3.431654676,0,1,1,0,1
josé luis palomino,Centre-Back,33,24/25,atalanta,cagliari,700000,0,0,0,4,27,0.3,0.666666667,6.666666667,83.33333333,0,0,2356.666667,13.33333333,0,2,4,2,0
juan miranda,Full-Back,23,24/25,real betis,bologna,9000000,0,0,0,25,1858,20.6,0.754385965,6.684607104,44.22497309,3.245425188,0.028152493,1122.093649,2.421959096,0,3,3,0,0
massadio haïdara,Full-Back,30,24/25,lens,brest,2000000,0,0,0,18,741,8.2,0.95,5.829959514,43.48178138,1.821862348,0.03342246,953.562753,2.672064777,0,5,4,-1,0
diego rico,Full-Back,30,24/25,real sociedad,getafe,1500000,1500000,0.165861322,0.2955,32,2535,28.2,0.847619048,5.218934911,35.25443787,3.976331361,0.044783983,926.4852071,2.733727811,0,3,3,0,0
romain perraud,Full-Back,25,24/25,southampton,real betis,5000000,3500000,0,0,19,370,4.1,0.923076923,4.135135135,42.81081081,0.972972973,0.048780488,754.5405405,2.918918919,0,4,3,-1,1
ridle baku,Full-Back,25,24/25,wolfsburg,leipzig,7000000,4500000,0,0,33,2013,22.4,0.706896552,5.454545455,35.2757079,3.308494784,0.056603774,736.0506706,1.833084948,0,3,1,-2,1
dean huijsen,Centre-Back,18,24/25,juventus,bournemouth,10000000,19630000,0.153668421,0.0341,14,522,5.8,0.642857143,4.137931034,72.06896552,0.344827586,0.022164276,1734.310345,2.413793103,0,1,4,3,1
samuel iling-junior,Full-Back,19,24/25,juventus,aston villa,13000000,14000000,0,0,24,810,9,0.655172414,6,36.66666667,5.444444444,0.063675832,775.2222222,2.444444444,0,1,3,2,1
chadi riad,Centre-Back,20,24/25,real betis,crystal palace,15000000,15000000,0,0,26,2164,24,0.810344828,1.580406654,44.66728281,0.083179298,0.013381369,1024.269871,2.828096118,0,3,3,0,1
christian mawissa,Centre-Back,18,24/25,toulouse,monaco,9000000,16000000,0,0,17,1118,12.4,0.840909091,5.23255814,41.13595707,0.966010733,0.029891304,908.9355993,2.737030411,0,4,2,-2,1
robin le normand,Centre-Back,26,24/25,real sociedad,atlético,40000000,34500000,0,0,29,2469,27.4,0.847457627,4.629404617,56.93803159,0.109356015,0.019106107,1448.821385,4.811664642,0,3,1,-2,1
ryan sessegnon,Full-Back,,24/25,tottenham,fulham,10000000,0,0,0,,1843,,0.779207072,99.73156682,912.5084972,20.26275959,0.023919562,21883.91257,54.21455925,1,2,4,2,0
jorge cuenca,Centre-Back,23,24/25,villarreal,fulham,6000000,6700000,0,0.3157,29,1963,21.8,0.793650794,4.080489047,43.87671931,1.100356597,0.022753792,1084.080489,4.080489047,0,2,4,2,0
mateu morey,Full-Back,23,24/25,dortmund,rcd mallorca,800000,0,0,0,3,110,1.2,1,7.363636364,60.54545455,0.818181818,0.04,1148.727273,3.272727273,0,1,4,3,0
juan cabal,Full-Back,,24/25,hellas verona,juventus,3500000,12800000,0,0,,1591,,0.716268072,97.31550381,455.4019488,44.93835827,0.070296014,11726.62094,36.67057837,1,4,1,-3,0
woyo coulibaly,Full-Back,24,24/25,parma,leicester,2000000,3000000,0,0,26,1882,20.9,0.815384615,6.360255048,45.81296493,1.673751328,0.033076075,942.4654623,2.486716259,0,4,3,-1,0
koni de winter,Centre-Back,21,24/25,juventus,genoa,12000000,11000000,0.373206894,0.2557,29,2380,26.4,0.707692308,3.668067227,42.42857143,0.415966387,0.034749035,971.697479,3.138655462,0,1,4,3,0
lewis hall,Full-Back,18,24/25,chelsea,newcastle,18000000,33000000,0,0,18,781,8.7,0.75,7.490396927,52.08706786,1.38284251,0.03255814,1227.618438,3.226632522,0,1,3,2,1
leonardo spinazzola,Full-Back,30,24/25,roma,napoli,4000000,0,0,0,24,1312,14.6,0.555555556,10.97560976,45.48018293,8.094512195,0.019621584,1017.987805,0.891768293,0,1,1,0,1
leo østigård,Centre-Back,24,24/25,napoli,rennes jugend,8000000,7000000,0,1.830573333,,2148,,0.790452642,89.17957279,1188.424447,10.62739567,0.020397965,31263.25355,87.27213388,1,1,2,1,1
ian maatsen,Full-Back,21,24/25,chelsea,aston villa,40000000,44500000,0.073752632,0.0682,16,1264,14,0.813953488,8.615506329,66.07594937,2.776898734,0.028539452,1349.643987,1.708860759,0,1,3,2,1
hugo novoa,Full-Back,21,24/25,leipzig,alavés,2500000,1500000,0,0,,1458,,0.774696781,117.7192996,688.4378123,57.19141808,0.044381728,13967.0164,40.38812155,1,1,4,3,0
abner,Full-Back,23,24/25,real betis,lyon,7000000,8000000,0,0,23,1400,15.6,0.85,3.021428571,39.53571429,1.414285714,0.040577096,884.7642857,2.121428571,0,3,1,-2,1
