PlayerName,Position,Age,Season,LeftClub,JoinedClub,MarketValue,Fee,Loan_Index,Injury_Index,Minutes_Played,Nineties_Played,Starts,Role_In_Prev_Club_Index,Goals,Assists,PKs,PKsM,Prev_Comp,Key_Passes,CrsPA,Progressive_Passes,Performance_Index,Nationality,Missing_Stats?,club_left_rank,club_joined_rank,Delta_Club_Rank,Transfer_Success
gianluca caprari,Centre-Forward,30,23/24,hellas verona,monza,8000000,8000000.0,0.4347,0.2061208931419457,2441,27.1,32.0,77.95182400445559,5,2,1,0,Serie A,29,4,92,34.931087993441345,ITA,0,4,5,1,1
giacomo raspadori,Centre-Forward,23,23/24,sassuolo,napoli,35000000,28000000.0,0.0597,0.3577894736842105,956,10.6,10.0,27.179058758006125,2,2,0,0,Serie A,18,1,35,16.04087468400151,ITA,0,3,1,-2,1
omar marmoush,Centre-Forward,24,23/24,wolfsburg,frankfurt,6000000,0.0,0.0,0.0,1476,16.4,15.0,41.42996379838485,5,1,0,0,Bundesliga,11,1,51,20.977881466114496,EGY,0,3,3,0,1
moise kean,Centre-Forward,23,23/24,everton,juventus,18000000,30000000.0,0.2172,0.1766199999999999,995,11.1,11.0,29.156223893066,6,0,0,0,Serie A,8,1,13,14.663452409290784,ITA,0,3,1,-2,1
mohamed-ali cho,Right Winger,19,23/24,real sociedad,nice,8000000,10000000.0,0.0,0.0,587,6.522222222222222,17.820580474934037,32.07541027558309,1,2,0,0,Liga,7,7,8,9.48526921198785,FRA,0,3,3,0,1
milan djuric,Centre-Forward,33,23/24,hellas verona,monza,1000000,2300000.0,0.0,0.0,1396,15.511111111111113,17.820580474934037,43.965474943425534,6,2,1,0,Premier League,18,1,34,22.40895966925002,BiH,0,4,5,1,0
gianluca scamacca,Centre-Forward,24,23/24,west ham,atalanta,22000000,28000000.0,0.0,0.0,926,10.3,11.0,28.098022834864945,3,0,0,0,Premier League,13,1,17,11.827387513312576,ITA,0,3,2,-1,1
giovanni simeone,Centre-Forward,28,23/24,hellas verona,napoli,15000000,12000000.0,0.1364,0.1581684210526315,406,4.5,1.0,7.268170426065162,4,1,0,0,Serie A,5,0,9,10.156605756903453,ARG,0,4,1,-3,1
ivan cavaleiro,Left Winger,27,23/24,fulham,lille,2200000,0.0,0.4704,0.2841214035087719,770,8.555555555555555,17.820580474934037,34.76500463184411,1,1,0,0,Ligue 1,12,2,23,9.05852222892739,POR,0,4,2,-2,0
andrea petagna,Centre-Forward,28,23/24,napoli,monza,10000000,9700000.0,0.4141,0.2933124981946391,1663,18.5,19.0,49.47089947089948,4,5,1,0,Serie A,30,0,34,24.17618835763038,ITA,0,1,5,4,0
ludovic blas,Right Winger,25,23/24,nantes,rennes jugend,20000000,15000000.0,0.0,0.0,2813,31.3,30.0,80.87580061264272,7,5,2,2,Ligue 1,47,8,147,45.73427211541889,FRA,0,3,2,-1,1
alex iwobi,Left Winger,27,23/24,everton,fulham,28000000,25700000.0,0.0,0.0,3378,37.5,38.0,99.6031746031746,2,7,0,0,Premier League,64,17,194,58.63841339460585,NGA,0,3,4,1,1
abde ezzalzouli,Left Winger,21,23/24,barcelona,real betis,15000000,7500000.0,0.0,0.0,1504,16.7,19.0,47.089947089947096,4,2,0,0,Liga,12,9,44,18.141853596626905,MAR,0,1,3,2,1
lois openda,Centre-Forward,23,23/24,lens,leipzig,35000000,40000000.0,0.0,0.0,2517,28.0,29.0,75.19493177387915,21,4,1,0,Ligue 1,24,2,42,51.80308515165213,BEL,0,5,1,-4,1
alex sola,Right Winger,25,24/25,real sociedad,getafe,4000000,1000000.0,0.3845,0.2604877192982456,1262,14.0,14.0,36.93957115009746,0,3,0,0,Liga,27,9,42,20.53120028789193,ESP,0,3,3,0,0
akor adams,Centre-Forward,24,24/25,montpellier,sevilla fc,9000000,5500000.0,0.0,0.0,2252,25.0,27.0,68.59509885825675,8,1,0,0,Ligue 1,17,2,17,22.264038060922413,NGA,0,3,2,-1,1
yankuba minteh,Right Winger,21,24/25,newcastle,brighton,16000000,35000000.0,0.0,0.0,1838,20.42222222222222,17.820580474934037,50.46165366182647,6,4,0,0,Premier League,29,9,48,27.824933677519564,GAM,0,3,3,0,1
ryan fraser,Left Winger,25,24/25,newcastle,southampton,3000000,0.0,0.0,0.0,306,3.4,17.820580474934037,27.94548670121507,0,0,0,0,Premier League,2,0,8,1.4682825850293688,SCO,0,3,4,1,0
alexis sanchez,Centre-Forward,35,24/25,inter,udinese,2500000,0.0,0.0,0.0,763,8.5,6.0,19.138123085491507,2,5,1,0,Serie A,18,2,53,21.64798822547649,CHI,0,1,3,2,1
niclas fullkrug,Centre-Forward,31,24/25,dortmund,west ham,15000000,27000000.0,0.0,0.0,2392,26.6,29.0,73.34307992202729,12,8,3,0,Bundesliga,36,1,58,45.53817991941462,GER,0,1,3,2,0
nick woltemade,Centre-Forward,22,24/25,werder bremen,stuttgart,4000000,0.0,0.0,0.0,1189,13.2,12.0,33.24979114452798,2,0,0,0,Bundesliga,24,1,43,17.636826051186713,GER,0,3,3,0,1
gift orban,Centre-Forward,22,24/25,lyon,hoffenheim,10000000,9000000.0,0.0,0.0,474,5.3,5.0,13.589529379003062,1,0,0,0,Ligue 1,0,0,6,2.6449319753706875,NGA,0,1,3,2,0
nicolo cambiaghi,Left Winger,23,24/25,atalanta,bologna,7000000,10000000.0,0.3283,0.1195964912280701,2553,28.4,29.0,75.72403230297967,1,1,0,0,Serie A,31,15,63,24.69584787114627,ITA,0,2,3,1,1
iker bravo,Centre-Forward,20,24/25,leverkusen,udinese,500000,600000.0,0.0,0.0,682,7.5777777777777775,17.820580474934037,33.471647782931704,2,1,0,0,Serie A,7,0,18,8.961515961337923,ESP,0,1,3,2,0
iliman ndiaye,Right Winger,24,24/25,marseille,everton,15000000,18000000.0,0.0,0.0,1618,18.0,19.0,48.80952380952381,3,3,0,0,Ligue 1,22,3,62,21.01153144781706,SEN,0,1,3,2,0
mousa tamari,Right Winger,27,24/25,montpellier,rennes jugend,6000000,8000000.0,0.0,0.0,1928,21.4,24.0,59.885825675299365,5,2,0,0,Ligue 1,20,0,54,18.433474993041823,JOR,1,3,2,-1,0
moise kean,Centre-Forward,24,24/25,juventus,fiorentina,14000000,13000000.0,0.0,0.0,654,7.3,8.0,20.18240044555834,0,0,0,0,Serie A,5,0,6,2.403279563743945,ITA,0,1,3,2,1
vitinha,Centre-Forward,24,24/25,marseille,genoa,14000000,8300000.0,0.2557,0.0,1208,13.4,12.0,33.514341409078256,5,2,0,0,Ligue 1,20,4,27,21.47434293630642,POR,0,1,4,3,0
antoine joujou,Left Winger,21,24/25,le havre,parma,1500000,2700000.0,0.0,0.0,779,8.7,6.0,19.40267335004177,0,2,0,0,Ligue 1,9,2,22,8.654928662039081,FRA,0,5,4,-1,0
anastasios douvikas,Centre-Forward,24,24/25,celta vigo,como,5000000,14000000.0,0.0,0.0,905,10.1,7.0,22.57031467557784,7,1,0,0,Liga,8,1,13,17.00896842607877,GRE,0,3,5,2,0
kylian mbappe,Centre-Forward,25,24/25,paris sg,real madrid,180000000,0.0,0.0,0.0,2158,24.0,24.0,63.32497911445281,27,7,6,2,Ligue 1,40,1,122,81.234660786856,FRA,0,1,1,0,1
omari forson,Right Winger,20,24/25,man utd,monza,2000000,0.0,0.0,0.0,70,0.8,1.0,2.3739905318852688,0,1,0,0,Premier League,2,0,2,2.1664056638580376,ENG,0,1,5,4,0
khvicha kvaratskhelia,Left Winger,23,24/25,napoli,paris sg,85000000,70000000.0,0.0,0.0,2737,30.4,32.0,82.31690336953494,11,6,0,0,Serie A,63,2,89,45.84513357434498,GEO,0,1,1,0,1
german valera,Right Winger,20,24/25,atlético,valencia,2000000,25000.0,0.0,0.0,51,0.5666666666666667,17.820580474934037,24.19769128675299,0,0,0,0,Liga,0,0,1,0.1106751992144532,ESP,0,1,3,2,0
omar marmoush,Centre-Forward,25,24/25,frankfurt,man city,60000000,75000000.0,0.0,0.0,2301,25.6,27.0,69.38874965190756,12,6,2,0,Bundesliga,40,2,60,46.0069384990103,EGY,0,3,1,-2,1
ismaila sarr,Right Winger,26,24/25,marseille,crystal palace,18000000,15000000.0,0.0,0.0,1447,16.1,15.0,41.033138401559455,3,4,0,0,Premier League,20,5,36,19.786030821221413,SEN,0,1,3,2,1
jaden philogene,Left Winger,22,24/25,aston villa,ipswich town,15000000,23700000.0,0.2737,0.6003912611717974,4,0.0,0.0,0.0,0,0,0,0,Premier League,0,0,0,0.0,ENG,0,3,5,2,1
milan djuric,Centre-Forward,34,24/25,monza,parma,1500000,1500000.0,0.0,0.0,1559,17.322222222222223,17.820580474934037,46.36112456129737,7,2,1,0,Serie A,20,2,37,25.54608421805748,BiH,0,5,4,-1,0
tino kadewere,Centre-Forward,28,24/25,lyon,nantes,2500000,0.0,0.0,0.0,1077,12.0,10.0,29.03091060985798,1,0,0,1,Ligue 1,18,2,38,13.929973093693908,ZIM,0,1,3,2,0
arnaud nordin,Right Winger,26,24/25,montpellier,mainz,8000000,1000000.0,0.0,0.0,1246,13.8,15.0,37.99081035923141,5,3,0,0,Ligue 1,21,4,52,21.61126190474216,FRA,0,3,3,0,0
gabriel strefezza,Right Winger,27,24/25,lecce,como,6000000,3500000.0,0.375,0.0878035087719298,1112,12.4,13.0,33.50737956001114,1,0,1,0,Serie A,20,7,54,15.640706271161251,BRA,0,5,5,0,0
jacob bruun larsen,Left Winger,25,24/25,hoffenheim,stuttgart,6000000,1700000.0,0.3845,0.1931438596491228,1249,13.9,16.0,39.43887496519076,6,0,1,0,Premier League,25,2,38,17.049058160661275,DEN,0,3,3,0,0
tijjani noslin,Right Winger,25,24/25,hellas verona,lazio,10000000,15900000.0,0.0,0.0,1339,14.9,17.0,42.07741576162629,5,4,0,0,Serie A,26,4,26,21.55308347756612,NED,0,4,2,-2,1
takuma asano,Right Winger,29,24/25,vfl bochum,rcd mallorca,4000000,0.0,0.0,0.0,1986,22.1,26.0,63.4433305485937,6,1,0,0,Bundesliga,21,1,32,16.14503862177321,JPN,0,5,4,-1,0
steve mounie,Centre-Forward,29,24/25,brest,augsburg,6000000,0.0,0.0,0.0,1769,19.7,20.0,52.37399053188527,6,2,0,0,Ligue 1,21,3,25,22.609450613405915,BEN,0,4,3,-1,0
assane diao,Left Winger,18,24/25,real betis,como,9000000,12000000.0,0.0,0.0,1048,11.6,13.0,32.44917850181008,2,0,0,0,Liga,10,1,20,7.125831885584282,SEN,0,3,5,2,1
asier villalibre,Centre-Forward,26,24/25,bilbao athletic,alavés,2500000,1000000.0,0.0,0.0,513,5.7,4.0,12.802840434419382,2,1,0,0,Liga,9,0,10,8.170784333682063,ESP,0,3,4,1,0
kelechi iheanacho,Centre-Forward,24,24/25,leicester,sevilla fc,12000000,0.0,0.0,0.0,400,4.444444444444445,17.820580474934037,29.32702697164424,0,0,0,0,Liga,5,0,5,2.234813847094576,NGA,0,3,2,-1,0
marc guiu,Centre-Forward,18,24/25,barcelona,chelsea,7500000,6000000.0,0.0,0.0,74,0.8,1.0,2.3739905318852688,1,0,0,0,Liga,1,0,1,2.0811004448933863,ESP,0,1,1,0,0
federico chiesa,Right Winger,26,24/25,juventus,liverpool,35000000,12000000.0,0.0,0.0,2197,24.4,25.0,65.16986911723754,9,2,1,0,Serie A,54,18,70,41.09119108368764,ITA,0,1,1,0,0
pedro neto,Right Winger,24,24/25,wolves,chelsea,55000000,60000000.0,0.0,0.0,1516,16.8,18.0,45.90643274853801,2,9,0,0,Premier League,38,12,54,36.108877990288285,POR,0,4,1,-3,1
pau victor,Centre-Forward,22,24/25,girona,barcelona,1500000,5500000.0,0.4003,0.0,319,3.5444444444444443,17.820580474934037,28.13655078116804,2,1,0,0,Liga,8,0,11,8.060752997561885,ESP,0,5,1,-4,0
jaime mata,Centre-Forward,35,24/25,getafe,ud las palmas,900000,0.0,0.0,0.0,1787,19.9,22.0,55.27011974380396,5,1,0,0,Liga,18,6,19,19.739435991950444,ESP,0,3,5,2,0
michael olise,Right Winger,22,24/25,crystal palace,bayern munich,55000000,53000000.0,0.0,0.0,1275,14.2,14.0,37.20412141464773,10,6,1,0,Premier League,36,3,78,36.41442248052108,FRA,0,3,1,-2,1
artem dovbyk,Centre-Forward,27,24/25,girona,roma,35000000,30500000.0,0.0,0.0,2587,28.7,32.0,80.0682261208577,24,8,7,1,Liga,27,0,26,56.80985999955675,UKR,0,5,1,-4,0
ben brereton diaz,Centre-Forward,25,24/25,villarreal,southampton,8000000,8300000.0,0.4158,0.0,1375,15.3,16.0,41.29072681704261,6,1,1,0,Liga,10,2,51,22.77411770666521,CHI,0,2,4,2,0
serhou guirassy,Centre-Forward,28,24/25,stuttgart,dortmund,40000000,18000000.0,0.0,0.0,2208,24.5,25.0,65.30214424951268,28,3,4,0,Bundesliga,53,0,56,72.08441386637634,GUI,0,3,1,-2,1
ayoze perez,Centre-Forward,31,24/25,real betis,villarreal,7000000,4000000.0,0.0,0.0,2294,25.5,29.0,71.88805346700083,9,1,0,0,Liga,29,0,80,36.97228928285012,ESP,0,3,2,-1,1
bobby de cordova-reid,Right Winger,31,24/25,fulham,leicester,5000000,0.0,0.0,0.0,1423,15.8,17.0,43.26789195210248,6,2,0,0,Premier League,17,5,47,19.747101441834893,JAM,0,4,3,-1,0
ermedin demirovic,Centre-Forward,26,24/25,augsburg,stuttgart,28000000,23000000.0,0.0,0.0,2873,31.92222222222222,17.820580474934037,65.67329387346669,15,9,3,1,Bundesliga,33,1,60,50.65341156214164,BIH,0,3,3,0,1
eren dinkci,Right Winger,22,24/25,werder bremen,freiburg,12000000,5000000.0,0.3369,0.0783491228070175,2650,29.4,33.0,82.30994152046783,10,5,0,0,Bundesliga,36,15,89,41.506243018835626,GER,0,3,3,0,0
cameron archer,Centre-Forward,23,24/25,aston villa,southampton,13000000,17600000.0,0.3561,0.0,1832,20.4,21.0,54.615705931495405,4,1,0,0,Premier League,23,2,15,17.06153824234307,ENG,0,3,4,1,1
juanmi latasa,Centre-Forward,23,24/25,real madrid,real valladolid,2800000,2500000.0,0.0,0.0,1555,17.3,15.0,42.62043998886105,2,0,0,0,Liga,19,0,16,11.25517081996022,ESP,0,1,5,4,0
enes unal,Centre-Forward,27,24/25,getafe,bournemouth,18000000,16500000.0,0.3125,0.7349789473684211,468,5.2,3.0,10.82567529935951,2,3,0,0,Liga,8,0,8,8.978112530240804,TUR,0,3,4,1,1
julian alvarez,Centre-Forward,24,24/25,man city,atlético,90000000,75000000.0,0.0,0.0,2647,29.4,31.0,79.67836257309942,11,8,2,0,Premier League,67,4,103,61.440194982555056,ARG,0,1,1,0,1
maroan sannadi,Centre-Forward,24,24/25,alavés,bilbao athletic,400000,3000000.0,0.0,0.0,754,8.377777777777778,17.820580474934037,34.52984884113277,1,1,0,0,Liga,7,0,15,6.821981135915345,MAR,0,4,3,-1,0
marko arnautovic,Centre-Forward,35,24/25,bologna,inter,4000000,10900000.0,0.2699,0.6123209316394435,801,8.9,17.820580474934037,35.220618976347346,5,3,0,0,Serie A,16,1,20,18.5706861964588,AUT,0,3,1,-2,0
jamie leweling,Right Winger,23,24/25,union berlin,stuttgart,9000000,5000000.0,0.1847,0.0,1523,16.9,17.0,44.72291840712893,4,4,0,0,Bundesliga,23,10,35,23.51235143924244,GER,0,5,3,-2,0
dominic solanke,Centre-Forward,26,24/25,bournemouth,tottenham,40000000,64300000.0,0.0,0.0,3325,36.9,37.0,97.4937343358396,19,3,2,1,Premier League,39,3,60,55.473865768467306,ENG,0,4,2,-2,1
maximilian philipp,Centre-Forward,30,24/25,wolfsburg,freiburg,2000000,1000000.0,0.4568,0.4698280701754386,323,3.6,1.0,6.0776942355889725,1,0,0,0,Bundesliga,3,1,6,3.921018751525114,GER,0,3,3,0,0
maximilian beier,Centre-Forward,21,24/25,hoffenheim,dortmund,30000000,28500000.0,0.1364,0.0474736842105263,2420,26.9,29.0,73.73990531885268,16,1,0,0,Bundesliga,24,9,30,42.56084247546733,GER,0,3,1,-2,1
matias soule,Right Winger,21,24/25,juventus,roma,25000000,25600000.0,0.2926,0.0,3121,34.7,36.0,93.26789195210247,11,3,5,1,Serie A,82,12,198,63.72338323474724,ARG,0,1,1,0,1
raul moro,Left Winger,22,24/25,lazio,real valladolid,2500000,2500000.0,0.0,0.0,2341,26.01111111111112,17.820580474934037,57.854363832314434,4,5,0,0,Liga,44,22,81,41.32240290708792,ESP,0,2,5,3,0
duvan zapata,Centre-Forward,33,24/25,atalanta,torino,8000000,8600000.0,0.3665,0.2206827067669172,2992,33.2,36.0,91.2837649679755,13,4,0,0,Serie A,29,0,55,41.43133209245432,COL,0,2,3,1,0
elye wahi,Centre-Forward,21,24/25,marseille,frankfurt,25000000,26000000.0,0.0,0.0,1706,19.0,20.0,51.44806460595935,9,3,1,0,Ligue 1,17,0,16,24.271275466682965,FRA,0,1,3,2,1
elye wahi,Centre-Forward,21,24/25,lens,marseille,35000000,27000000.0,0.0,0.0,1706,19.0,20.0,51.44806460595935,9,3,1,0,Ligue 1,17,0,16,24.271275466682965,FRA,0,5,1,-4,0
eddie nketiah,Centre-Forward,25,24/25,arsenal,crystal palace,30000000,29700000.0,0.2727,0.0608719298245614,1082,12.0,10.0,29.03091060985798,5,2,0,0,Premier League,9,0,20,15.469232867912678,ENG,0,1,3,2,1
donyell malen,Right Winger,25,24/25,dortmund,aston villa,28000000,25000000.0,0.0,0.0,1781,19.8,21.0,53.822055137844615,13,1,0,0,Bundesliga,22,6,57,26.85066035696804,NED,0,1,3,2,1
scott banks,Right Winger,23,24/25,crystal palace,st. pauli,300000,400000.0,0.3646,0.7602790609617569,116,1.288888888888889,17.820580474934037,25.15301168651784,0,0,0,0,Bundesliga,0,1,1,0.5470558343036989,SCO,0,3,5,2,0
matthis abline,Centre-Forward,21,24/25,rennes jugend,nantes,6000000,10000000.0,0.0,0.0,1044,11.6,12.0,31.13338902812587,5,0,0,0,Ligue 1,17,2,20,17.155643843133596,FRA,0,2,3,1,0
said benrahma,Left Winger,28,24/25,west ham,lyon,20000000,14400000.0,0.3732,0.0,1390,15.4,15.0,40.10721247563353,3,4,0,1,Premier League,34,13,62,30.234798020707363,ALG,0,3,1,-2,0
mason greenwood,Right Winger,22,24/25,man utd,marseille,25000000,26000000.0,0.0,0.0,2662,29.6,30.0,78.62712336396547,8,6,2,1,Liga,36,11,89,39.561352442956775,ENG,0,1,1,0,1
mathis lambourde,Centre-Forward,18,24/25,rennes jugend,hellas verona,500000,0.0,0.0,0.0,10,0.1,0.0,0.1322751322751323,0,0,0,0,Ligue 1,0,0,0,0.0,FRA,0,2,4,2,0
robert navarro,Right Winger,22,24/25,real sociedad,rcd mallorca,6000000,850000.0,0.0,0.0,1888,21.0,24.0,59.356725146198826,1,1,0,0,Liga,41,11,70,26.639456681859176,ESP,0,3,4,1,0
romelu lukaku,Centre-Forward,31,24/25,chelsea,napoli,30000000,30000000.0,0.2408,0.3486035087719298,2641,29.3,30.0,78.23029796714007,13,3,0,1,Serie A,29,3,37,39.009357704989526,BEL,0,1,1,0,1
deniz undav,Centre-Forward,28,24/25,brighton,stuttgart,25000000,26700000.0,0.2614,0.2199889137737961,2089,23.2,23.0,60.95098858256753,18,10,0,1,Bundesliga,39,2,120,68.48672386330381,GER,0,3,3,0,0
ruben vargas,Left Winger,25,24/25,augsburg,sevilla fc,7000000,2500000.0,0.0,0.0,1962,21.8,25.0,61.7307156780841,4,5,0,0,Liga,26,5,77,28.21530239188924,SUI,0,3,2,-1,1
che adams,Centre-Forward,28,24/25,southampton,torino,15000000,0.0,0.0,0.0,2652,29.466666666666665,17.820580474934037,62.42520451426622,9,3,0,1,Serie A,26,0,40,30.820926141193745,SCO,0,4,3,-1,1
jordan ayew,Centre-Forward,32,24/25,crystal palace,leicester,4000000,5900000.0,0.0,0.0,2543,28.3,30.0,76.90754664438874,4,7,0,0,Premier League,25,10,63,33.497921737699286,GHA,0,3,3,0,0
joshua zirkzee,Centre-Forward,23,24/25,bologna,man utd,50000000,42500000.0,0.0,0.0,2759,30.7,32.0,82.71372876636033,11,4,2,0,Serie A,43,0,86,47.28445269640947,NED,0,3,1,-2,0
joao felix,Centre-Forward,24,24/25,atlético,chelsea,30000000,52000000.0,0.0,0.0,1540,17.1,18.0,46.303258145363415,7,3,0,0,Liga,19,1,68,30.76080710488612,POR,0,1,1,0,0
joselu,Centre-Forward,34,24/25,espanyol,real madrid,5000000,1500000.0,0.2557,0.1730526315789473,1687,18.7,15.0,44.4722918407129,10,2,0,2,Liga,12,0,20,24.47541240359368,ESP,0,3,1,-2,1
mateo retegui,Centre-Forward,25,24/25,genoa,atalanta,16000000,20900000.0,0.0,0.0,2216,24.6,26.0,66.75020885547201,7,2,1,0,Serie A,11,0,17,18.789105174452605,ITA,0,4,2,-2,1
alexander srloth,Centre-Forward,28,24/25,villarreal,atlético,25000000,32000000.0,0.0,0.0,2489,27.655555555555555,17.820580474934037,60.02955489639438,23,6,0,0,Liga,34,1,40,58.50156066177904,NOR,0,2,1,-1,0
andrea belotti,Centre-Forward,30,24/25,roma,como,5000000,4500000.0,0.3381,0.2773852631578948,1628,18.1,17.0,46.310219994430526,6,2,0,0,Serie A,13,1,23,19.16335152225924,ITA,0,1,5,4,0
lewis dobbin,Left Winger,19,24/25,everton,aston villa,2500000,11800000.0,0.0,0.0,32,0.3555555555555555,17.820580474934037,23.918443785283262,0,0,0,0,Premier League,0,0,1,0.1106751992144532,ENG,0,3,3,0,1
luis rioja,Left Winger,30,24/25,alavés,valencia,4000000,1200000.0,0.0,0.0,2498,27.8,31.0,77.56196045669729,5,4,3,1,Liga,41,19,77,38.114835598695,ESP,0,4,3,-1,0
hugo ekitike,Centre-Forward,22,24/25,paris sg,frankfurt,20000000,31500000.0,0.0,0.0,725,8.1,7.0,19.924812030075188,4,2,0,0,Liga,13,1,10,13.70502185486849,FRA,0,1,3,2,1
amath ndiaye,Right Winger,27,24/25,rcd mallorca,real valladolid,1500000,2000000.0,0.0,0.0,1594,17.711111111111112,17.820580474934037,46.87552785347845,5,4,0,0,Liga,29,7,70,28.606255635240416,,1,4,5,1,0
adam hlozek,Centre-Forward,22,24/25,leverkusen,hoffenheim,12000000,18000000.0,0.0,0.0,459,5.1,17.820580474934037,30.19416394989232,2,3,0,0,Bundesliga,9,0,13,10.098938166257197,CZE,0,1,3,2,1
alvaro morata,Centre-Forward,31,24/25,atlético,ac milan,16000000,13000000.0,0.0,0.0,1904,21.2,21.0,55.673906989696455,15,3,0,1,Liga,15,2,20,35.07416151627976,ESP,0,1,1,0,0
